gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4945657237	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/240919139	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		CA		Ontario	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.641201	-80.575482	8.0						2024-09-01T10:19:25	1	9	2024	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	240919139		dbeadle	2024-09-10T12:33:10	CC_BY_NC_4_0	dbeadle	dbeadle			2024-09-21T09:10:27.417Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4936242788	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/238164839	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		US		Wisconsin	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.197209	-88.017215	455.0						2024-08-14T12:04	14	8	2024	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	238164839		Kevin	2024-08-27T00:11:46	CC_BY_NC_4_0	Kevin	Kevin			2024-09-21T09:33:12.167Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4919580202	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/181065977	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		CA		Ontario	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.840795	-79.21769	9.0						2023-08-31T11:43:13	31	8	2023	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	181065977		menileksisaybeyene	2023-08-31T15:47:36	CC_BY_NC_4_0	menileksisaybeyene	menileksisaybeyene			2024-09-21T09:02:41.759Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4911369586	f3f03cbf-1a01-4739-ae15-c1355b8c2dbf	F8E2D61E-23AD-4DA4-A641-D01B8F9416AA	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria	coronaria	VARIETY	Malus coronaria var. coronaria	Malus coronaria var. coronaria	(L.) Mill.	US	Braceville Twp., 70 ft N of gravel lot on N side of McKibben Rd, 225 ft N of McKibben Rd & 330 ft W of Lanning Trail at McKibben Rd int, Camp James A. Garfield Joint Military Training Center, Newton Falls	Ohio	PRESENT		c1da06f0-580e-11dc-8a9e-b8a03c50a862	41.20749	-80.99338							2023-07-13	13	7	2023	7258958	3001166	PRESERVED_SPECIMEN	CM	Botany	CM553022	5436			CC0_1_0	Carnegie Museum of Natural History	Riley, B.P.			2024-09-16T06:24:12.809Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4911068861	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/122244448	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		US		Tennessee	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.448733	-86.027867							2022-06-11T13:31	11	6	2022	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	122244448		gizzardscout	2022-06-18T01:28:30	CC_BY_NC_4_0	gizzardscout	gizzardscout			2024-09-21T09:20:16.908Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4910824266	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/231199616	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		US		Ohio	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.076333	-84.413247	5.0						2024-07-22T19:00:01	22	7	2024	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	231199616		Sarah Geiger-Behm	2024-07-23T13:51:20	CC_BY_NC_4_0	Sarah Geiger-Behm	Sarah Geiger-Behm			2024-09-21T09:31:25.880Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4908895988	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/102423181	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		US		Michigan	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.59	-83.894444							2021-08-02T17:49	2	8	2021	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	102423181		Aidan R	2021-12-03T19:39:37	CC_BY_NC_4_0	Aidan R	Aidan R			2024-09-21T08:55:57.766Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4908294140	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/229916308	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		CA		Ontario	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.376948	-80.342542	7.0						2024-07-17T11:44:33	17	7	2024	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	229916308		Jason	2024-07-17T15:46:24	CC_BY_NC_4_0	Jason	Jason			2024-09-21T09:06:40.011Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4903721678	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/225953538	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		US		Pennsylvania	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.507028	-80.362265	244.0						2024-06-28T11:40	28	6	2024	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	225953538		bluedonut	2024-06-29T15:45:29	CC_BY_NC_4_0	bluedonut	bluedonut			2024-09-21T09:35:54.248Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4902024664	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/223876316	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria		CA		Ontario	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.622841	-81.926657	3.0						2024-06-19T19:04:27	19	6	2024	3001166	3001166	HUMAN_OBSERVATION	iNaturalist	Observations	223876316		Lisa Bates	2024-06-20T00:07:02	CC_BY_NC_4_0	Lisa Bates	Lisa Bates			2024-09-21T09:31:26.528Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4898114345	70e448fa-98b0-4ae7-a7a4-404f6175e7c9	C7EE10E1-E9FB-46D5-9532-0E52C648AA6D	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria	(L.) Mill.	US	Muskegon State Game Area, 7 mi. E of US 31 + Muskegon, off of River Rd. 086 05.18W. 43 18.37N.	Michigan	PRESENT		6def5a1e-45a9-471c-86c3-06ce0ff76179	43.306166	-86.086333							1998-08-24	24	8	1998	3001166	3001166	PRESERVED_SPECIMEN	MOR		0095613MOR	8371			CC_BY_NC_4_0		Hess, B;Allen, K;Vuono, S;DeMink, L;Kirt, S			2024-08-06T16:39:41.119Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
4898092272	70e448fa-98b0-4ae7-a7a4-404f6175e7c9	38D875A2-5454-4D10-BE46-DFB60C75EBE7	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus glaucescens Rehder	Malus glaucescens	Rehder	US	North Carolina Arboretum. Asheville, top of a low slope adjacent to Road to Arboretum.	North Carolina	PRESENT		6def5a1e-45a9-471c-86c3-06ce0ff76179	35.495016	-82.612566							2000-09-15	15	9	2000	3001400	3001166	PRESERVED_SPECIMEN	MOR		0095262MOR	MWPCC00-082			CC_BY_NC_4_0		Aiello, AS;Ault, J;Kim, K;Tubesing, C			2024-08-06T16:39:35.846Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
4898065179	70e448fa-98b0-4ae7-a7a4-404f6175e7c9	a774ebaf-6da9-4b20-a03b-4ddd23e18717	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria	(L.) Mill.	US	East Woods.	Illinois	PRESENT		6def5a1e-45a9-471c-86c3-06ce0ff76179	41.815702	-88.050241	192.0						1946-04-25	25	4	1946	3001166	3001166	PRESERVED_SPECIMEN	MOR		0026089MOR	s.n.	Wilhelm, G	1993-11-01T00:00:00	CC_BY_NC_4_0		Kammerer, E			2024-08-06T16:39:29.945Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
4898055804	70e448fa-98b0-4ae7-a7a4-404f6175e7c9	091F99B8-5338-4B35-BCD1-37E2D6B3B89B	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Malus	Malus coronaria		SPECIES	Malus coronaria (L.) Mill.	Malus coronaria	(L.) Mill.	US	Mud Lake at Elbel Golf Course, Lydick. 41°44'N, 86°22'W.	Indiana	PRESENT		6def5a1e-45a9-471c-86c3-06ce0ff76179	41.733333	-86.366666							2016-05-12	12	5	2016	3001166	3001166	PRESERVED_SPECIMEN	MOR		0093378MOR	SAN 2823			CC_BY_NC_4_0		Namestnik, S;Blassage, M;Alexander, S;Goodall, C;Zillman, C			2024-08-06T16:39:27.952Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;AMBIGUOUS_INSTITUTION
